from_account_id,from_account_name,from_account_country,from_account_business_type,from_account_expected_turnover
GB88TJAJ86409796264783,"Mitchell, Murray and Green",FI,Shipping,1570624.52
GB24DQRP61487670196201,Gomez-Weiss,DK,Consulting,1621295.99
GB85DNID71794520679720,Newman LLC,FI,Shipping,1662730.32
GB19ZRYB68034975302019,"Juarez, Lester and Thornton",NO,Textile,212624.65
GB59SPMO04606793791714,Gonzales Group,FI,Shipping,122471.47
GB28VUMO48368640731985,Farmer-Chen,SE,Consulting,1263644.56
GB57UEPJ92028208072735,"Morgan, Martinez and Campbell",FI,Consulting,917557.13
GB94LDIQ00200682797390,Smith Group,SE,Electronics,1499077.16
GB78CMJW39664163946119,Zamora-Jackson,NO,Shipping,170780.52
GB11VJVK88726949346174,Stewart-Rodriguez,SE,Textile,1220424.95
GB66LXYS74976450336636,Hughes and Sons,SE,Consulting,903500.53
GB72VOIP92742784019859,West-Griffin,SE,Electronics,1374323.16
GB69XQGT57281416217290,Grant LLC,NO,Electronics,1968602.71
GB79LRYK03737244912639,Jackson and Sons,NO,Consulting,73139.52
GB52OGAM68957523604161,"Morris, May and Robinson",FI,Consulting,704588.62
GB31OJLR66635622964586,Mitchell PLC,NO,Agriculture,1156013.97
GB03GCDM75228604984327,Greene Ltd,NO,Electronics,1491704.64
GB13KRBV05919682087455,Rodriguez Group,DK,Textile,209859.2
GB63UIUD51665998548836,Jones and Sons,NO,Shipping,361819.36
GB25GUWZ55499806188757,Cuevas Ltd,FI,Electronics,1288707.01
GB56ZXLV92534747762463,Schwartz Inc,SE,Agriculture,1398457.46
GB20SLBE10120213473855,Jones LLC,DK,Consulting,1652711.72
GB44XYXD54406247889495,"Woods, Smith and Haynes",DK,Textile,282924.42
GB37TWOA34300652620055,"Greene, Smith and Russell",FI,Consulting,488245.76
GB24HEYY90926042212748,Logan PLC,DK,Consulting,862158.25
GB04SWPI51052156695336,King PLC,SE,Shipping,352628.02
GB27OZGU42899539118121,Martinez and Sons,SE,Agriculture,1090419
GB11HNHW13962037829918,Mathis-Figueroa,SE,Agriculture,1236681.71
GB12SGZT17295597695859,"Lopez, Stanton and Ford",SE,Agriculture,1924324.56
GB89PVIA90465107538392,Allen Group,DK,Consulting,266868.84
GB20ISZB75637829466213,Mullins-Lynn,DK,Textile,570113.55
GB12YSOL05828299651936,Ward-Flynn,DK,Shipping,1029878.22
GB46LXKG06384236945732,"Mitchell, Patel and Ferguson",FI,Consulting,941802.42
GB05TZBJ49306890156734,Park-Wood,FI,Textile,1355859.17
GB55PWEW44247347579932,Collins Ltd,SE,Consulting,1643191.79
GB47FRTA97887681208365,Small-Joseph,DK,Consulting,380052.04
GB73ADGI02809339098971,Hall-Smith,FI,Consulting,716316.33
GB94IJZA90900875392139,Young-Eaton,DK,Agriculture,1587671.14
GB30DNWK99083378129705,Williams Ltd,NO,Textile,290174.27
GB02UBWT73050334826234,Ramirez Group,NO,Shipping,969363.3
GB52NCJZ77977034801559,Oconnell-Martin,NO,Electronics,1263998.04
GB90WSFL43507793824034,"Wilson, Poole and Miller",DK,Agriculture,1055689.46
GB33YUGH43621137089300,Smith-Mccoy,FI,Shipping,96417.27
GB97LZEE54780102542637,Sims-Turner,DK,Electronics,1223862.88
GB12UEPU64890157505338,Swanson-Bonilla,DK,Shipping,1204117.89
GB43RYKZ02901943289507,Bowen PLC,FI,Shipping,1426728.28
GB41DKQQ64079429065638,Stone Inc,NO,Textile,1413191.25
GB08EUTB30530953088827,"Beard, Parsons and Wells",FI,Textile,922495.25
GB23JLIH36065345033207,"Mata, Brown and Smith",DK,Textile,1204324.32
GB58WMLZ30298605275717,Reed-White,NO,Agriculture,314165.82
GB96GENV84995985742997,Ayala-Webster,SE,Electronics,979523.34
GB16QUML81410968749697,"Harper, Warner and Turner",SE,Consulting,56841.06
GB48MITA78168497296425,Gray PLC,DK,Consulting,1943991.79
GB96DDHF98400703492794,Henderson-Nguyen,SE,Agriculture,290796.25
GB57JQUM52355559541607,Robinson-Rios,DK,Agriculture,78604.34
GB31HJVQ82078428143521,Tate-Torres,DK,Consulting,1745048.48
GB86PQPZ46485150981072,"Stone, Hall and Howell",NO,Textile,524817.04
GB34BVSH14237850696095,Craig and Sons,NO,Textile,700979.53
GB61SKSR64238485059319,Taylor Inc,SE,Textile,858103.69
GB71IWJX64280149107037,Williams-Lynn,FI,Electronics,1105534.59
GB89NCSP48967505994220,Mcdonald-Goodman,SE,Electronics,1913565.84
GB50WWSY32345337872701,Schultz-Marquez,NO,,835663.17
GB14XCSO93167336833801,Roberts-Wade,NO,Consulting,722176.74
GB45JMTC16773837721121,Craig PLC,NO,Agriculture,1419365.42
GB55XRPD29133641141082,"Castro, Rice and Parks",FI,Textile,1167038.91
GB94HOLM13756797941395,Welch-Lawson,FI,Consulting,1148216.61
GB15QWFO82084340460903,Garcia-Perez,DK,Textile,891331.74
GB66VCAH00578931103725,"Burke, Dominguez and Morris",FI,Shipping,1874045.96
GB70GESR31407732542756,Martinez PLC,SE,Textile,657863.48
GB82JBXV11684027877342,Barnett-Cline,FI,Textile,1976517.57
GB83RSLP73983243743410,Miller PLC,FI,Consulting,1404135.37
GB56JVNF37581176621052,"Brown, Paul and Bird",FI,Shipping,1824822.18
GB43ICWQ25718149949544,"Henry, Carey and Ayala",FI,Agriculture,231240.84
GB27EKJZ44065943677761,Blair Ltd,DK,Agriculture,1788735.62
GB67RMNZ14150280523979,Lee-Russell,FI,Textile,1006348.38
GB89PBBL44847250335839,"Hill, Peterson and Pugh",FI,Textile,720625.4
GB57LPBY38123560284679,"Rivera, Wilson and Bond",DK,Consulting,1165235.51
GB89FXFB46306352251687,Morales-Robertson,FI,Consulting,1992488.27
GB57NAKP18747798439662,Morrison LLC,FI,,1611055.56
GB84SCSK38612121541945,Haynes Group,SE,Consulting,57585.59
GB72RPGN33257851982994,"Mills, Patel and Krause",NO,Electronics,194718.95
GB86MMQH08709837659514,"Hughes, Little and Perry",SE,Textile,1679676.21
GB95HFYR12413650022193,Morton-Sheppard,DK,Consulting,1965478.74
GB71HZSN98259440884448,Warner-Kelly,SE,Consulting,1616530.21
GB87FSZL01579881166712,"Scott, Garcia and Lopez",SE,Agriculture,1554343.3
GB81CIOA39839877673632,Mccoy Ltd,NO,Textile,731537.63
GB79TPSC37864847077288,Lester Inc,FI,Consulting,62594.55
GB48TPXA64678547917835,Martin Inc,NO,Shipping,417056.08
GB65GQAO14873873005108,Miller-Benson,NO,Consulting,1403918.46
GB79FPYR17930611927917,Barton-Green,SE,Electronics,1871313.91
GB51WEGH23506568679496,"Hughes, Kennedy and Hansen",FI,Agriculture,962483.53
GB29QRGD25390678772215,Johnson-Garcia,FI,Electronics,926918.07
GB27JNND36793782484315,Cruz-Farmer,NO,Textile,384485.42
GB87YDCY71965747182036,Kim-Johnson,FI,Textile,862010.59
GB17HUQH72785480458915,Robbins Group,SE,Consulting,1531338.11
GB13TBHM13067777311337,Miller-Gomez,DK,Shipping,1681709.75
GB53RYNY12845142301167,Sanchez-Flowers,NO,Textile,714007.43
GB84WITG09219165095501,"Hammond, Watson and Burns",SE,Electronics,1045514.07
GB05WGXC03249066158382,"Davis, Hall and Meyer",FI,Agriculture,1035731.44
GB54LBYX82615661976289,Russo-Sharp,FI,Textile,1236010.01
GB19JCBC08106784806013,Hale LLC,SE,Electronics,715801.9
GB11OAKL89617612856443,May-Simmons,FI,Consulting,212358.63
GB62JHAC57781399345203,Burns-Taylor,DK,Shipping,1135552.01
GB68PFUE36040123324320,Floyd-Smith,NO,Consulting,75817.73
GB67TQNN45485595762628,"James, Williams and Berry",NO,Consulting,772261.79
GB38EISQ62889066633914,Le and Sons,FI,Agriculture,792421.4
GB84TOIU10275820098573,Lewis and Sons,FI,Consulting,57098.15
GB81LSUJ26538443014256,Little PLC,NO,Consulting,73110.18
GB81KDVD51954129294960,"Martinez, Hall and Johnson",SE,Consulting,52528.35
GB98CSKK12994486657839,Rogers-Williams,SE,Shipping,1610766.62
GB88ZAVO66276749123027,Robertson and Sons,DK,Agriculture,1693067.31
GB91GGGK00414244290568,Guzman-Chambers,DK,Electronics,526359.26
GB59CYCD70179625590497,"Lewis, Hamilton and Dickerson",FI,Agriculture,1183618.84
GB52DJZD26255309714231,Gross-Acevedo,NO,Agriculture,294758.9
GB03CRFA50152188244105,Horton and Sons,NO,Electronics,644880.51
GB32CDRU91106307239811,Smith-Smith,DK,Textile,688713.84
GB21JZHL61214955747522,Crawford Group,FI,Textile,639201.05
GB68LDRV27650357118308,Cardenas-Morton,NO,Textile,1809086.72
GB37OUFG15363976500124,"Levy, Martinez and Harris",FI,Shipping,228453.45
GB78NELW09583708772386,"Reyes, Wiggins and Randall",DK,Textile,1334472.17
GB15QIJC77444961937307,"Sanchez, Nichols and Garcia",SE,Agriculture,1898398.13
GB10RKVR31818259168727,"Harris, Pittman and Willis",DK,Agriculture,1731856.34
GB02HVCH83556987954613,"Owen, Beasley and Perez",DK,Agriculture,1812433.3
GB98DOKZ94992071040014,Livingston LLC,DK,Shipping,1207985.07
GB53OHHL81696469212648,Rhodes PLC,DK,Consulting,1498616.88
GB18PAGP62962306857557,"Hawkins, Brown and Best",FI,Agriculture,1869828.38
GB24UZPC20411539185198,"Flores, Jones and Barrett",SE,Electronics,1823839.56
GB33KSMQ77287850989819,"Jacobs, Adams and Boyer",FI,Consulting,1985645.58
GB19EXXY02540813275259,"Green, Colon and Morris",NO,Consulting,55293.7
GB03HAQQ04906078747254,Malone LLC,FI,Textile,384003.71
GB84MKZH45662128537799,Todd-Chapman,NO,,1707471.28
GB10ALGV53046320281980,Collins-Simmons,DK,Shipping,602022.21
GB95NUYF60762716339852,Brown-Lee,SE,Consulting,68743.98
GB35FRDI79418044077906,Fry-Rodriguez,FI,Textile,1987789.91
GB78LOJG89083174431044,Williams-Sanchez,DK,Electronics,1169951.5
GB75WGWY27823279223156,Yang-Gutierrez,DK,Consulting,1979279.34
GB53HZZZ48989661773935,"Taylor, Hughes and Aguilar",FI,Textile,473637.82
GB88ZUOJ62736342321874,"Lawrence, Stewart and Morgan",SE,Consulting,61597.96
GB51ACUQ99965188618215,"Brown, Baker and Smith",FI,Consulting,178220.81
GB63HMDT17116478053160,Mcintyre-Velasquez,NO,Shipping,1280382.18
GB63DLWK32614831512664,Clay-Williams,NO,Consulting,1898946.25
GB68PGZO52840538076897,Caldwell-Conner,SE,Agriculture,302023.41
GB69HNIL58268706256983,Carney Inc,NO,Consulting,1323599.02
GB48QRSC77039341919304,Gordon Ltd,FI,Agriculture,1107834.93
GB82JMFP50937380487853,Stephens-Hatfield,DK,Electronics,1609895.38
GB11XORA40647181298172,Thomas-Williams,FI,Electronics,1987926.13
GB30VXAJ27185807361325,Mckinney LLC,FI,Consulting,1554925.34
GB50ZDFD27267591443590,Kim Ltd,DK,Consulting,1651988.57
GB14CRCD18291499318935,Barnes Group,FI,Consulting,889307.23
GB52ULJH18757524872994,"Fleming, Mason and Parker",FI,Agriculture,1755755.32
GB56KQTG20887861302338,Crane-Burns,DK,Textile,833762.66
GB22ISPT45076307118622,Sanchez LLC,FI,Agriculture,1502417.3
GB51PIYD16562419927499,"Clark, Taylor and Rodriguez",DK,Electronics,809722.12
GB20PMCH14343779755474,Rosales LLC,DK,Agriculture,1947378.52
GB78KHQF04584317455842,Gonzalez PLC,FI,Agriculture,1252714.4
GB62FMRL85538347198913,Moore and Sons,SE,Textile,1024439.43
GB92AWCN64120003217499,"Blevins, Humphrey and Jones",SE,Shipping,772144.27
GB91FYBN41216514673127,"Simmons, Jones and Potter",NO,Shipping,313560.75
GB57TTQQ35736519255791,Allen-Peters,NO,Shipping,517441.8
GB42SIPO13308047685511,Garcia-Ferrell,DK,Consulting,314412.97
GB65RMKU41877390180857,"Barton, Roach and Fernandez",FI,Agriculture,888167.48
GB33RSQU40183765013628,"Brock, Phillips and Gordon",DK,,1504298.53
GB84VHWA88002080089490,Murphy-Robinson,NO,Agriculture,202216.31
GB05MDZQ07268951819562,Roy-Pugh,DK,Agriculture,665560.14
GB44ODSW87247145932851,Jacobs LLC,DK,Textile,70915.24
GB12ZSCI04671747994967,Vega Inc,FI,Electronics,677275.47
GB29ZXXN42707700030106,Sanders-Cook,DK,Shipping,1193734.4
GB33DGVK88590299933782,Robinson LLC,NO,Electronics,585976.79
GB58YUTY64992252709992,"Waller, Mitchell and Smith",FI,Consulting,55917.82
GB42UCBD48850128567015,Frederick Ltd,NO,Shipping,1783518.84
GB35DXIF58446078284224,Wood-Pineda,NO,Consulting,157557.97
GB57EGCZ95881700769029,"Hines, Graham and Lucero",FI,Electronics,667347.25
GB46OGOB98629864971283,Robles PLC,SE,Consulting,1124163.12
GB90MCMJ29797188151416,Gordon LLC,SE,Electronics,1648797.98
GB57RVJZ41285722329386,Macdonald PLC,SE,Shipping,495384.08
GB89LQLE36034966984621,Summers-Bell,SE,Agriculture,1773624.41
GB91FPFY22211049036872,Henderson and Sons,NO,Consulting,709834.39
GB93SMEJ49393616455223,"White, Keith and Marshall",DK,,1853085.96
GB05DFIG22860878906799,Lewis-Simon,DK,Shipping,181386.44
GB98CYJA92013153625820,Peters PLC,SE,Agriculture,970790.11
GB65ZBAQ55429018904575,Davis-Mcbride,DK,Electronics,737941.55
GB93MHCR62127062669666,Mayo-Little,NO,Shipping,864596.91
GB97SSJJ84725781776605,Sheppard Ltd,FI,Agriculture,817957.44
GB13RZQI95674892438395,Mclaughlin-Graham,FI,Agriculture,1892887.53
GB54TOCA04767243381481,"Patel, Smith and Moore",NO,Textile,815347.95
GB06VMSO14376192075587,Olson-Salinas,SE,Textile,338903.72
GB09MOXL56948126774671,Saunders Group,FI,Shipping,439662.27
GB86YKNL67196718674846,Curry-Cochran,SE,Electronics,688558.3
GB31EMHI99615378990598,Figueroa-Beltran,SE,Electronics,1139943.72
GB40MZVD61514275351157,"Harris, Smith and Davis",SE,Shipping,255722.2
GB90SDRS56534094681316,Lucas-Butler,FI,Textile,1688990.29
GB41CIDR01358782844623,Pace-Davidson,SE,Shipping,63985.43
GB48SVGX04735763424141,Bell-Chambers,DK,Shipping,559658.3
GB97QOZG42335227808047,Hernandez-Cruz,FI,Electronics,984984.05
GB14KXNZ44974738143665,Booth LLC,SE,Textile,1722100.47
GB49JXIX55961339471185,Williams LLC,FI,Shipping,1007988.75
GB73BBTQ95866690398486,Barnes LLC,DK,Consulting,301077.58
GB62NAFY64444491706926,Clark and Sons,DK,Shipping,1802498.5
GB49NMVI66709682879667,Marshall Group,SE,Electronics,1566937.64
GB78ASNR27204992771116,Palmer Inc,DK,Textile,1788543.37
GB58GZWW44313851685229,Sandoval-Ramos,NO,Textile,112215.21
GB75TEYO83565065417002,Smith and Sons,SE,Textile,1282351.8
GB13IJGP29950964400978,Lawrence-Walker,FI,Electronics,1884840.02
GB54BTXU78934662679203,Palmer-Martinez,FI,Shipping,1114050.03
GB68ZASM80881245225530,Davis PLC,DK,Electronics,1464378.58
GB70LRSV38891189003437,"Daniels, Herrera and Diaz",DK,Agriculture,1738276.64
GB39FITC78699809066232,Bond-Walters,FI,Consulting,73104.43
GB95HGQW46803189927063,Walters-Taylor,DK,Textile,1505952.58
GB16OFRC71673973265237,Turner-Valdez,NO,Shipping,906322.89
GB05MXCK63993020610700,Hansen-Arellano,NO,Consulting,603562.92
GB97WRNR30438046360475,Davis-Banks,NO,Agriculture,851134.22
GB56KSKW25513676531955,Travis-Page,NO,Consulting,1923710.27
GB96MIUS54417919428563,Navarro-Lewis,SE,Agriculture,873933.33
GB64CTJL56523188666069,James-Harvey,DK,Shipping,295912.57
GB88SDPZ31037541072398,"Cox, Valentine and Frank",FI,Shipping,1835182.02
GB78ZJGW71508458071609,"Howard, Ryan and Reyes",FI,Consulting,1560251.34
GB90AMTV67462858926268,"Phillips, Davidson and Rivera",NO,Consulting,57487.32
GB85AWIX73293502245709,"Snow, Booth and Alvarado",FI,Consulting,967639.51
GB07OYGG12283412200572,Pearson-Smith,SE,Consulting,1964135.89
GB15NMQL26773556908876,"Cisneros, Jones and Silva",SE,Agriculture,680710.47
GB14EYSI87399935343799,Roberts-Moore,SE,Consulting,425335.33
GB61RIQP13608655572375,Peterson-Davis,NO,Consulting,1255294.03
GB40RTCZ96640598240553,Harris-Brown,NO,Textile,789677.59
GB12GCQO36580180655368,"Le, Williams and French",NO,Consulting,62738.05
GB30IECL59670740035405,Padilla LLC,NO,Electronics,282461.07
GB50TAXI52205889171886,Rowe-Young,FI,Consulting,1812103.97
GB81DFHM57529443495259,"Williams, Gregory and Jackson",FI,Electronics,562627.28
GB32XFPE19612363445407,"Nguyen, Turner and Gill",DK,Textile,93495.4
GB72BQKS87931471731621,Villanueva-Johnson,NO,Agriculture,1300941.64
GB94PMAR68321058235811,Grant-Matthews,SE,Shipping,370415.62
GB06CUCV91545402622277,West-Bowers,DK,Shipping,129720.72
GB02JDAT33379408015043,"Bass, Davis and Smith",SE,Textile,1611984.91
GB05IRBD76400331038164,Hensley LLC,DK,Agriculture,635667.54
GB22BIFH15680957391310,Miller-Rhodes,NO,Shipping,243303.8
GB17PBSS74622670334594,Wiley-Williamson,DK,Electronics,1124799.37
GB69XKST40978189792546,Doyle LLC,SE,Textile,539939.73
GB09VGVM70980193055437,Jones Inc,DK,Electronics,1223332.52
GB60UTGD92638607651227,Brady Ltd,NO,Electronics,1386793.95
GB29IXAY41821155961184,Scott-Levine,NO,Consulting,924877.99
GB64GFTE82078747139383,Ritter-Hensley,FI,Shipping,1537654.32
GB35NNMX85665834877102,Morales-Chambers,SE,Electronics,487903.06
GB95HUSQ26851359445392,Castro LLC,NO,Electronics,1504376.97
GB44PFQP18081214546118,Smith PLC,FI,Shipping,325233.82
GB96FIXX70899507549726,"Alvarez, Dickson and Merritt",DK,Agriculture,1576348.09
GB19BZCK94419346489966,"Bright, Norman and Molina",DK,Textile,1085894.08
GB71GFAX74528634376190,"Gardner, Mitchell and Miller",NO,Consulting,67035.13
GB50FOIA28434371945455,"Smith, Tanner and Taylor",FI,Agriculture,1094723.21
GB56GARM18149262405850,White LLC,NO,,192174.96
GB59AAMX12846206431508,Rivas Inc,NO,Consulting,78427.91
GB07WPHR65933276284408,Lewis LLC,FI,Agriculture,515967.64
GB97DGRG59248416676065,Weaver Inc,SE,Textile,1268015.14
GB13SXBN72850612411336,"Arellano, Shepherd and Stephens",DK,Consulting,1080661.81
GB60PKRJ71581439181871,"Davis, Obrien and Miller",SE,Agriculture,921132.87
GB34HBOC09097080778943,Ortiz-Perkins,DK,Electronics,277881.34
GB47WDTF62034604480817,Smith-Jones,SE,Agriculture,1329348.47
GB40ALDP85969935992061,Huber PLC,FI,Textile,1172720.14
GB51JOEY47787004689654,"Moreno, Murphy and Palmer",FI,Textile,1720056.38
GB87RQSZ60143825134375,"Foster, Walker and Ortiz",DK,Textile,127581.33
GB40HOPI50395510507514,Jackson-Hall,SE,Shipping,233308.4
GB04HGRJ75949674204823,Preston-Benson,DK,Textile,54470.39
GB31AXTG05567351727062,Johnson LLC,DK,Consulting,131493.21
GB22ONDQ35409798717223,Conner Ltd,DK,Agriculture,435430.9
GB79COBH75398487093759,Gonzales-Dyer,SE,Textile,959014.54
GB41VMUH81998425555605,Carter Inc,NO,Electronics,1692589.06
GB29GFAO72193190751653,Warner-Pearson,SE,Textile,350018.46
GB42IAUT26149681718733,Gutierrez-Rogers,NO,Consulting,1076056.6
GB62GPIM91685970972747,Smith and Sons,DK,Agriculture,954083.03
GB25PFCS48442682186303,Hernandez-Jones,FI,Electronics,1949237.29
GB17DTGO19142031093242,"Baker, Williams and Norris",FI,Shipping,1943444.31
GB21NUMZ97534075360003,Contreras Group,NO,Textile,894419.14
GB38KACB20422206272164,"Young, Gardner and Pruitt",NO,Consulting,1046166.96
GB85XKPY09593436079440,Clark-Kent,FI,Shipping,1346944.38
GB88TLCO56137559500777,Garcia-Mccoy,FI,Electronics,1471728.78
GB60ASVA08143731089724,Rogers-Daniels,NO,Agriculture,132790.45
GB54LMZZ81240874547146,Robinson-Wilson,FI,Electronics,980249
GB72XFZE85984454328177,"Lee, Hamilton and Solis",NO,Consulting,533396.63
GB53QDEL41094146628741,"Carpenter, Edwards and Scott",FI,Shipping,1491918.52
GB92GYUP73436843830038,Knight-Chandler,DK,Agriculture,1255074.54
GB22CZQQ45120042626071,Terry-Hawkins,NO,Electronics,1765511.41
GB03BZBE19119333469724,Dixon-Harding,NO,Electronics,1976190.53
GB46ZUER93597994769536,Dawson Group,FI,Shipping,1486481.58
GB86CVGG66369734167836,"Jones, Robinson and Donovan",FI,Shipping,1652981.62
GB14LBLU43763233904774,"Pennington, Smith and Smith",NO,Shipping,1466840.92
GB49GHMM08985852424956,Moreno-Robinson,SE,Consulting,69178.34
GB70WVFA39675357177578,Watts PLC,SE,Shipping,1002683.72
GB48CXEU85295418783199,"Munoz, Williams and Reid",NO,Shipping,626483.75
GB37LCHQ23790112219089,"Smith, Duffy and Rowe",DK,Shipping,1263147.35
GB25MUQV74187404272174,Martinez Group,SE,Textile,1115201.62
GB75FQTR53840773858166,Brown Group,SE,Consulting,929925.76
GB77NZXB46940892499554,"Smith, Garrett and Hanson",FI,Agriculture,1579601.27
GB91HSMB43260387745530,Johnson-Malone,NO,Textile,1191558.09
GB85OJMI10550468435236,Smith PLC,NO,Electronics,961950.36
GB23HSXM79921278594469,Jones-Miller,DK,Textile,969627.27
GB26BKJE26533235824447,"Murphy, Kelley and Bell",NO,Textile,71754.34
GB05JDWA30687111060538,Wright-Rodriguez,NO,Textile,1696959.35
GB29MFLM83749348557072,Webb-Green,SE,Agriculture,495899.09
GB43JIEM80598705249435,"Wright, Bell and Johnson",NO,Electronics,342935.45
GB51DBKJ55354324568635,"Keith, Mccullough and Adkins",FI,Shipping,1216446.01
GB62FOVR21012416845368,"Burns, Cummings and Williams",NO,Textile,1916044.86
GB81QMIQ39468489358763,Richardson Inc,SE,,621619.03
GB72YHVK15733318039176,Peterson LLC,FI,Consulting,63802
GB79UKRS07189018117790,Lee-Hester,DK,Textile,86208.4
GB31MLOV02255192274280,Rogers-Cunningham,DK,Consulting,540590.71
GB73JTEE09197559228726,Downs-Daugherty,NO,Textile,251882.1
GB24RQJU76785498395394,Hernandez-Moreno,FI,Textile,487350.64
GB88TNPB61271043874037,Thompson-Quinn,SE,,505653.18
GB02PISU38674379666004,Matthews-Le,FI,Agriculture,1944511.48
GB12PHFH73297361161467,"Adams, Dorsey and Cuevas",NO,Agriculture,1945203.22
GB24ZPSN36069852851781,Howard-Baldwin,SE,Consulting,1868194.84
GB43VHZA29953373392247,Martinez-Maldonado,NO,Textile,398855.9
GB38NSUZ03589372176486,"Howard, Joseph and Bass",SE,Electronics,130746.01
GB71KWVD62473474894063,Bush Inc,NO,Shipping,1143770.4
GB22ULZC51520413869311,Alvarez Inc,NO,Consulting,1500621.19
GB53ZTNS30020479068555,Torres-Ortiz,NO,Shipping,1483327.86
GB80OSNK10685082987948,"Townsend, Smith and Chandler",DK,Textile,1057182.35
GB29ZDVY69945923212583,"Brown, Robertson and Howard",SE,,754257.58
GB94FIAN44156192683785,"Krueger, Gonzales and Anderson",FI,Agriculture,781391.44
GB09YBIH46799498361112,Lewis Inc,FI,Textile,1827655.98
GB17XHRJ30511625708737,Martin-Jones,FI,Shipping,309023.97
GB88OMEE91790595190482,Wolf-Grant,DK,Shipping,1455449.02
GB93MYEN17210976147612,Kane and Sons,NO,Textile,1006657.74
GB15ALXU80901991553422,Stokes-Long,FI,Textile,825950.73
GB38KVGB87028401914543,Campbell-Reed,SE,Consulting,1620105.54
GB47GIQJ72244334909516,Rodriguez Group,NO,Electronics,156310.48
GB98SECK29181267124638,Munoz-Taylor,NO,Agriculture,1680348.24
